,event_uid,venue_uid,start_date,end_date,artist_list,num_artist,venue,coordinates,address,city,zip,url
5612,5955919,75028,2011-09-23,2011-09-23,0,0,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5613,6288635,75028,2010-02-25,2010-04-22,"[1862973, 11513570]",2,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5614,7198663,75028,2008-12-05,2008-12-31,[15760332],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5615,7687572,75028,2009-10-01,2009-10-31,"[5200873, 5516141]",2,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5616,8167417,75028,2010-11-05,2010-12-01,"[115227, 2025781, 7297747, 7534054, 8554400, 10350281, 11460904, 16736453]",8,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5617,10137205,75028,2011-11-02,2011-12-02,0,0,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5618,10487656,75028,2010-04-09,2010-04-27,[14615165],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5619,11170326,75028,2008-10-10,2008-10-31,"[10601539, 13833813]",2,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5620,11186713,75028,2013-03-19,2013-04-06,[4059327],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5621,11928398,75028,2010-12-03,2011-01-31,[2623832],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5622,13483092,75028,2010-08-06,2010-08-28,"[1116757, 4199480, 7119277, 8726664, 9342261, 10987316, 11544912]",7,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5623,15013718,75028,2009-09-11,2009-09-30,"[2025781, 10350281]",2,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5624,15939822,75028,2008-11-08,2008-11-30,0,0,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5625,16514605,75028,2010-09-10,2010-09-29,[1143161],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5626,16535183,75028,2011-06-09,2011-07-09,"[53184, 82771, 557707, 4775584, 6240671, 6277196, 11797751, 11855495, 15431136, 15760332, 16106219]",11,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5627,16561198,75028,2009-01-23,2009-01-29,[10793594],1,Canal Street Gallery,"29.758776,-95.347585",2219 Canal Street,Houston,77003.0,canalstreetgallery.com/joomla/index.php
5628,305452,11143361,2015-09-16,2015-10-28,[318373],1,HOMEcore,"29.7580702,-95.3506039","2010 Commerce Street, Unit B",Houston,77002.0,
5629,5178056,11143361,2016-05-21,2016-07-02,[3143972],1,HOMEcore,"29.7580702,-95.3506039","2010 Commerce Street, Unit B",Houston,77002.0,
5630,8123039,11143361,2016-06-18,2016-06-19,0,0,HOMEcore,"29.7580702,-95.3506039","2010 Commerce Street, Unit B",Houston,77002.0,
5631,10811858,11143361,2016-01-09,2016-03-04,[7592347],1,HOMEcore,"29.7580702,-95.3506039","2010 Commerce Street, Unit B",Houston,77002.0,
5632,306950,5231713,2019-02-15,2019-03-16,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5633,397404,5231713,2011-01-07,2011-03-05,"[2421304, 3149294, 3475821, 3718101, 3726388, 4709212, 4839053, 7408952, 9308391, 9640186, 9657736, 10835011, 14367941]",13,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5634,1284899,5231713,2016-03-18,2016-04-16,[12646821],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5635,1333001,5231713,2012-07-14,2012-08-25,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5636,1372300,5231713,2015-09-11,2015-10-09,[6072152],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5637,1446137,5231713,2015-03-28,2015-04-25,[1769809],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5638,1535244,5231713,2016-06-03,2016-07-09,[14367941],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5639,1706033,5231713,2018-01-05,2018-02-17,[15563439],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5640,1871771,5231713,2015-01-22,2015-01-22,"[11904556, 13631107]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5641,2331169,5231713,2007-07-14,2007-08-11,"[14339124, 14966751]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5642,2335228,5231713,2018-05-19,2018-06-23,[6408502],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5643,2345741,5231713,2014-02-13,2014-03-15,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5644,2437469,5231713,2007-02-10,2007-03-03,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5645,2518057,5231713,2007-11-16,2007-12-16,[7015925],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5646,2797803,5231713,2009-04-17,2009-05-16,[2364442],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5647,2822848,5231713,2008-06-07,2008-07-05,[11006593],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5648,2885285,5231713,2018-02-23,2018-03-30,[12646821],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5649,3333037,5231713,2014-04-25,2014-05-24,[4845149],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5650,3788867,5231713,2016-07-15,2016-09-02,[15381789],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5651,3863774,5231713,2018-11-16,2018-01-04,[14367941],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5652,4176210,5231713,2019-01-11,2019-02-09,[3786071],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5653,4776065,5231713,2011-04-30,2011-06-04,[14367941],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5654,5073135,5231713,2014-10-10,2014-11-15,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5655,5215254,5231713,2011-06-10,2011-07-02,"[7201652, 16477426]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5656,5350956,5231713,2010-04-09,2010-05-01,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5657,5405022,5231713,2012-10-12,2012-11-09,"[3986736, 15274377]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5658,5500552,5231713,2018-04-06,2018-05-12,[11006593],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5659,5917411,5231713,2014-07-11,2014-08-22,"[1769809, 4616503]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5660,6121545,5231713,2016-10-14,2016-11-12,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5661,6372588,5231713,2008-01-26,2008-03-01,"[8616785, 8995701, 9227567, 12961795, 14034785, 14168480, 15572147]",7,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5662,6412919,5231713,2013-10-25,2013-11-30,[8588407],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5663,6416075,5231713,2010-07-10,2010-08-21,[4845149],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5664,6587580,5231713,2010-10-15,2010-11-13,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5665,6598873,5231713,2015-01-09,2015-02-14,[7408952],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5666,6690624,5231713,2017-02-10,2017-03-11,[8287138],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5667,6860271,5231713,2013-05-31,2013-07-05,[3786071],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5668,7035077,5231713,2018-06-29,2018-09-01,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5669,7040869,5231713,2014-05-30,2014-05-30,"[3305540, 6072152, 13748995, 16583560]",4,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5670,7041397,5231713,2017-09-08,2017-10-07,[2884953],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5671,7050399,5231713,2017-12-01,2017-12-28,[1925158],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5672,7519693,5231713,2016-11-18,2016-12-31,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5673,7545487,5231713,2012-10-12,2012-11-09,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5674,7572484,5231713,2010-05-14,2010-07-03,[13176807],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5675,7986261,5231713,2011-10-14,2011-12-02,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5676,8064646,5231713,2009-12-04,2010-01-16,[13726945],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5677,8360593,5231713,2016-04-22,2016-05-28,"[4424711, 13748977]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5678,8510397,5231713,2017-01-06,2017-02-04,[53048],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5679,8944259,5231713,2008-11-08,2008-11-29,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5680,9016219,5231713,2018-10-11,2018-11-10,[6072152],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5681,9076482,5231713,2015-10-15,2015-11-14,[3786071],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5682,9140156,5231713,2008-07-12,2008-08-16,[3149294],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5683,9240909,5231713,2015-05-01,2015-06-12,[3149294],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5684,9296939,5231713,2012-09-07,2012-10-05,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5685,9464441,5231713,2017-03-17,2017-04-15,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5686,9747127,5231713,2014-03-21,2014-04-19,[1137220],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5687,10050018,5231713,2011-09-09,2011-10-07,"[3149294, 4839053, 7408952]",3,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5688,10118616,5231713,2010-11-19,2010-12-31,"[8802539, 15274377]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5689,10510505,5231713,2008-01-26,2008-04-01,"[8616785, 12961795, 14034785, 14168480, 15572147]",5,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5690,10631097,5231713,2008-10-17,2008-11-01,"[2421304, 3476576, 4420468, 7058363]",4,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5691,10662205,5231713,2009-09-11,2009-10-17,"[6072152, 16583560]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5692,10907375,5231713,2011-03-25,2011-04-16,"[3718101, 7408952]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5693,11073417,5231713,2016-02-12,2016-03-12,[7557800],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5694,11231663,5231713,2007-04-14,2007-05-12,[4839053],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5695,11289324,5231713,2007-03-10,2007-04-07,[10490059],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5696,11310277,5231713,2008-05-10,2008-05-31,[6072152],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5697,11457426,5231713,2013-07-12,2013-08-31,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5698,11495584,5231713,2016-09-09,2016-10-08,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5699,11503624,5231713,2012-03-02,2012-05-05,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5700,11726435,5231713,2013-04-26,2013-06-01,[6072152],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5701,11915763,5231713,2018-10-11,2018-11-10,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5702,12054495,5231713,2017-06-02,2017-07-01,[11025596],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5703,12140678,5231713,2018-04-06,2018-05-12,[4214600],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5704,12214061,5231713,2013-03-22,2013-04-20,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5705,12283209,5231713,2017-04-21,2017-05-27,[3149294],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5706,12287079,5231713,2014-09-05,2014-10-04,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5707,12344942,5231713,2009-10-23,2009-11-28,"[3149294, 3476576, 6239152, 8372492, 8855913, 10176136]",6,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5708,12469712,5231713,2014-11-21,2015-01-03,"[3305540, 3786071, 4616503, 8588407, 13631107, 14367941]",6,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5709,12638741,5231713,2008-04-12,2008-05-05,"[11203505, 13176807]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5710,12768407,5231713,2015-06-19,2015-08-15,[4839053],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5711,12940040,5231713,2009-01-09,2009-01-09,"[2816714, 5808673, 8802539, 9514687, 13176807, 14759107, 16583560]",7,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5712,12974870,5231713,2009-03-20,2009-04-11,[14804526],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5713,13003180,5231713,2007-05-17,2007-06-16,[14496034],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5714,13156791,5231713,2013-09-06,2013-10-18,[14367941],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5715,13165011,5231713,2009-02-13,2009-03-14,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5716,13198859,5231713,2012-11-16,2013-01-05,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5717,13468796,5231713,2015-11-20,2016-01-02,[509687],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5718,13570920,5231713,2012-01-12,2012-03-02,"[6129606, 12879255]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5719,13688298,5231713,2017-01-06,2017-02-04,[1769809],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5720,13698207,5231713,2016-01-08,2016-02-06,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5721,13868939,5231713,2019-05-03,2019-06-08,[3305540],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5722,13977454,5231713,2011-12-09,2012-01-06,"[9308391, 15559534]",2,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5723,14074984,5231713,2015-02-20,2015-03-21,[8287138],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5724,14158894,5231713,2009-06-13,2009-06-27,[15274377],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5725,14291743,5231713,2007-09-07,2007-10-06,[1905449],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5726,14416594,5231713,2013-01-11,2013-03-09,[3149294],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5727,14464807,5231713,2010-02-19,2010-03-20,[3149294],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5728,14695261,5231713,2011-07-08,2011-09-02,"[1488925, 1905449, 3149294, 4709212, 6072152, 7408952, 9308391, 14367941, 15274377, 16583560]",10,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5729,14773286,5231713,2019-06-14,2019-08-31,0,0,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5730,14782402,5231713,2007-10-19,2007-11-10,[14367941],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5731,14802878,5231713,2012-10-12,2012-11-09,[13748977],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5732,14924960,5231713,2019-03-22,2019-04-27,[16610381],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5733,15339196,5231713,2019-09-06,2019-10-19,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5734,15384815,5231713,2010-09-10,2010-10-09,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5735,15692610,5231713,2017-07-07,2017-09-02,[978821],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5736,15755289,5231713,2008-09-05,2008-10-04,[16583560],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5737,15915687,5231713,2012-05-12,2012-07-07,[4709212],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5738,16019073,5231713,2013-12-13,2014-01-31,[3305540],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5739,16122778,5231713,2018-09-07,2018-10-06,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5740,16196898,5231713,2009-07-11,2009-08-29,[13176807],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5741,16767655,5231713,2017-10-13,2017-11-11,[13631107],1,Barbara Davis Gallery,"29.7331773877551,-95.3910081836735",4411 Montrose Boulevard,Houston,77006.0,www.barbaradavisgallery.com
5742,310796,15797266,2013-12-07,2014-01-11,0,0,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5743,331530,15797266,2014-01-18,2014-03-22,[10666700],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5744,582183,15797266,2019-06-29,2019-08-17,0,0,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5745,586995,15797266,2013-03-23,2013-04-20,[121704],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5746,1661258,15797266,2017-01-14,2017-02-18,[4898679],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5747,2927461,15797266,2012-09-08,2012-10-13,[5562892],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5748,3306754,15797266,2015-09-12,2015-10-17,[1956297],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5749,3718182,15797266,2017-10-21,2017-11-25,[16321230],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5750,3841458,15797266,2017-04-08,2017-05-13,[11400341],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
5751,3930286,15797266,2014-03-29,2014-04-26,[1263626],1,Catherine Couturier Gallery,"29.7347642653061,-95.419156244898",2635 Colquitt Street,Houston,77098.0,www.johnclearygallery.com
